SEARCH,YEARS,PATTRN,HASHfile
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/11f6662af4f516b85b4b3000b991b7729e239fb340db5c5d76a3a3f9f4f6e18c
Ruby,2014,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1e8158a4038b4dec8e3c2f2f3fbd04a9afcc5dfabe5733cdd950e4226892fc64
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1f85f8fb1dd333a42f7142a82f76255d83e810048438e64ff12c29fdbaefd524
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1c6f5b50933a441d7a77793c1df56749e85a8862dc08252be03bf51491eab9a1
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/165f20e1580c225dbc1fc22ad9077c0afa5939ecca207329e97f75bd486789e3
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/18c0ba4542d1b660aeeddd9184bba87eb5874e69905886d2c8c7baa1a1270ec6
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1e93774e8b27eea68775ff8e1474aa96013b770183cbd7a9739ea96085f43dae
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/11dc5eef810d0a390cc2c0b879faac56fad7dbd552d5b4be8ddadf6f4e82ed10
ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1c6eddcb7e4dc610c93f0326958b31118d5be733bcecb4bb0c86154558737d4e
Ruby,2014,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/14b956ca366b085fb806f43688eb68284da2c3b4002d0739cfcf86120c536476
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1b12606b2b8f36efa29bcc879f7122b56b7d4413607c960f9c54aa9a9481d324
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1a58d3260fb903671f7b2edb6d7cf867da61956e9bc321882cda4b85aa1aaf84
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/173b68b2598bc11ab57ef9585066796025fde51456ce00c89929dd9e5814dbf3
Ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1faf5fb79252fcc46a4be81fbcd03172a994e672492a26219d7a971b199c3281
ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/18a8b682a73f80c086b1aaff205852a577335f265cf9c3ed40f12f4bf83f7e19
Ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/147a3c55845fe6ac09f029d40d0d84e48d594e15bef9599e1366593ef1e5a53a
Ruby,2006,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/18ddc9f0f0ba7ad0925ce23cf2145fab8c168b1dba8fccabb49fca5e240c7f4c
Ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/132e1301aa9615d260f5bbb3d4943e2c233c05c03ef2322a52fc67924c149b66
ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/18f22c62b5cd27d8ce8cbec715853b0efad9d1aa2413e813d201cbbdc842fe92
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1433121689b6758d05f96eca5c3517a6c2ec86f88be340d870b5d0f8d9fc1659
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1a3a30ac10a11723b94860d02d7f6382b7fe13482274983a8ca50fd660b37814
ruby,2009,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1b0b7fce5e34575b86a9eb399e19ce4f7ff0213315dbd30000b95f0ce4767a46
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/163f86499930100b96994f34bfbc8e08f410bc16a8b84232ab298a86411be5d6
ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1e4535655c74c62bc0793c384a0804d17b604d0cf2556953a1ca3322709ba051
Ruby, 2018 2017 ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1ffd5d548bb42dc068d1042b8ecfc07cdddc6040937241c872152d3e54a636db
ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/150386622a3e1dff0ce5d5fd53daacc76af2d54c8d5987f231bfcdf92f2869e7
ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1e3668f74eeba90e76f02123a35502bea384153d64b1f39e7513fc34b4fb9a8c
ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1d91ee84262251432b93f61e3c2ed395f7b334b0aff602bc5946a11fdc852e78
Ruby,2011,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/17fae564d324557e2255dadd6f2faeecca56f05bfbaa71fc93bdd3c064e0c961
ruby,2011,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/11f0e4f15716faa71b473d224537f1ca8eed842680cfd0ae8cad14a3b011b611
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/183b29ea523bc4c4760ddcbe16f00eaa9417dbbfa63cefd86ce00ecf7836474d
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1f6f5407d157dd95aba72e469dc0a5b15746810eb85c1dc87857ef7a94761dbb
ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1610446578d57fed166ef995ba279b84c5334e1acaf8ac4026b4df01edca22ae
Ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1826398fe19e65c61121750378f770f386243a56da3d0929623ee7fb33c1ecb7
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/17ad5ff65c7ad1ad4d5b9d62a3c73a7aafbb0d00d13e3cb15ccc1f7b177885b4
Ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/14482b61d0357e7b51ade78dda55fbe7332ab761634291cef93cc964825af829
ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/1384555dd1d7160af1e3c4a5e2a7f706ea4870bae699c7fa52990d1913a83e24
ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/1/128dce50e5e86c598df71d14be432bc37ad9419a5e13809bfe396b95d039a795
ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/24de3d061a62c614977f2ca7262350fae9bfbec1588e73807fddb443d8de949e
ruby,2014,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2b4218dd519e65adedd379f8766bca6e81aef6372b980edc0770af0300b37a53
ruby,2008,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/20078acaee98a06e42aeea6fec0c4ae23ed2dc8a797c06e3c79cefbfc9fed119
ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2670e4a947ef72d91a8639dca96c2600518239ede9f999fcf978143b943daac6
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/29efe8f3f11cf2c06c884ae319c1502916e4ed4d6aa23a0bc168aa85a764167a
ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2147aeb9e3cca8f779b5a7dbdaf3c6051e43e9398a91120592c22f00d322a1c2
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/26e45369ac51add416212201e4f21e2eb3af7a300a917cd57d690f2f6358d094
ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/216ca72b97e438e4c41656a01c8d8bb5e523f7857ae204554e18a402d7b23e48
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2ea66e1ae09b59a5afc89656b89d2c09ca6a08825f0a2f597650d523dc789ff4
Ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/27625d7ff80e72b795c047e416b96eb76c45c3d7a0775e2f5296f4489d9df8a8
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2390be75f82f795d298b566febcd11bdd2d4beb4c09aefc63b3afaf39846081e
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/285a6ec92d9398b7875459a5045a859bfdc780c45e82701c8e27f0e9ca2ad0cb
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/265cca4da86132495f54588d56e2aee1e4ae3b915ac2a26b2f576ae74dcae48a
ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2d9e95afc9b13f9769d651aa1f524be59a43db26c773eaba56215f2e55544445
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/221b3ad604a0e7b9e098cfc0a266f60ca4813d1777efb853c68159fec59881ee
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/263658d8f0a9712e7fd77311495d41be67159b67b26d2c2cc7eb76173df9a4a2
Ruby,2012,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2b1b067c502855b54606706841bb689c42bf93c65cbdbf0651be84dcff86f751
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2b73deff032b66ea1e2263fade641ad23fe4950b840bc7f4cd4029372ec2610f
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2da93632f6fd8801cbcc0695a8b5fc7234dda92213884a69a517326270eb399d
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28fb1ab5f252dcc2dd595ddc63dbd5bfa8c4e1d6402977c01bef84505eed4a4d
Ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2017576b40033c50fac96628fb99bd3296c414cf8825c1c5943ffdf300ca5206
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/290623805b3c113d9937b510bda98e0f4cfde2aa319953c9c396d39bf8340a65
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/29850538496f7eaa002489974adb70704e5190eba6dd4ebc8956557d56987b6c
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28960cfdbb8480322ebd10dcff7d518397c0bbd153e34e55a5f4c743bdab0673
ruby,2012,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2ff5338501e128218a74458e1fc21cc21532e2ad8496218c0b6af50dea0eb20f
ruby, 2019 2018 ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2b1d1323255c92fb841a4e61d56a6ddb305081832cf6c92902a7f96293b6d5bd
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/25fdfb238e10b0a399f71b6a8ce9858185ab391e74343a6adf4ca0ede14611a9
Ruby,2015,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2e0f50b2b252046c68c07d948429cde3bdb7d24df06fd913d57e486d466c0c7b
Ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28671b4ead4697f7ea96281cbdaef316e818a7130fe2e0172821965e531515da
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/224e98385811a812e0e177eb237adacd0ed764d84514691a452e48676d09387d
ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/259f6fe47bfae78649df0c42aa61ac3c3062d10bafa8c29798b44150c78d16f0
Ruby,2008,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2d9f3899ea175b9c896cf43857685dcf4e585121835d94a6d212f72098661eaf
Ruby,2006,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/200519bc5042854ae287d199ad5e3409061f8e24c334caeb784420c3e7b45f58
Ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/218174002d6ea9afcb5c3d314533f1bff66c2bc4016493d5cf798a9f839b719e
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2762838093836d459ca24f26d9468ac7fc1613c7d20c8ceeaa6d5e9f296d0803
ruby,2011,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/23193d7996a31a90b7f9e524c69848b83d4cb84b442f981a5318edafcedfcab1
ruby, 2019 2018 2017 ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2792cdaec7d41a74854478328a01c2ff5b931235b3f82f0f16d71703c41bbbe9
Ruby,2014,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2f2968e3fddd215e5cfcb9a5cdb77293c79f8ac1894c6d86567362fd0f776f76
Ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/214a7d5f92b50a6d1d31dc84b0758fe7493ed2a52dadeee427b4c162ef36304a
Ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/22fd9fc18a3ba8327c07e9064a506d3aa48faa0a8a86b61cec69b1429af0b698
ruby,2002,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/23027815902f69b586af840882bef9fe0daccbf40728506a3c54aafb0df07880
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28727a44c8fe193d6db24cf61994b4172fc76b5c89bc15af2eaac633f67e6ed7
Ruby,2012,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/29d7018bcef615c7e51fa009fedce25b7de0ebdaf5d083ce37bfb82617fa239a
Ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2499ecc2209011b6960fd619e91d4ebc68642a1b6694e7f284e89bf519ebc74e
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2630eb33fc7a6c0fdd5f907a324fb200cb869c19916e34fdd26772afdef5eda3
ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/29676ff05e24a48b42fe8890b53c671731c1aa6350d8996bc2229a81a5239be0
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2433a1d13a3a50135d1bd6da7a03b112a08f0b6366e1d76c3530c3a1eaf314b8
ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2cfc63ed3045a3750b3f31bd7fc58eb17fc3def09ebd1acd8f78fd5219929aa0
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2a6b8951222552d314b546a829cfb84174a91a974a7c00c7087f6f32010deb5b
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2d60d4c7912d36bf4f20f89bac362f55241717a5e13abc8172d90550f24087d1
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2cde56a7451f30d1f8e5b506b092cbe76805e6a92dd3561dfcbf4f2d93e8f90a
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2f6773ee799f944543e0a124d839474e524040d5158602ec5887ab280584dde9
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/297de30f32ff626cff8fd0e84a91c2a88024262c258d4fbf961732dcfc0ba408
Ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/291ca3fcbc8c0791fc56d3d09c4df567858f04fea6412902e3e7a2a79e9c1db1
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28a336ba7c1388cce0c76eb190af4e1261ee1b1096b52b6e670e68b4feba3fe7
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/211d75c3df3164087038a2ac21742d17c96483d347b32077b69369b51ebadedd
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2a42a4909015d8aa10e9bbe32ced11f443943a646e908d4e842602107a8bd836
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2cf6e8e77bd1115dcbac64651b3086ee82a9d0e28507f70c14481cb628e04391
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2ed5b7a9da4f251e1d04710bf41281a6ef1f4e0a0dad7162e2f3b043aa93ea1f
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28b40a8a2e5b2e6430a133dec1c8b345cc4b8a5d8c68684fb33baa5a756fb2f4
ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2865e005ab2d273357b787f9b0c183464cf435daa037f88e655789fd1883c907
ruby, 2013 2011 ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2574a4932f04d80c4c91d35e880527ec80303e1934bf1e865f22e5d8a5cdd3a3
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/24e1bca7cd036a9a7660d38ae5ffc2025ade9f67902bd8339c34e9c463f2865c
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2e41843390fa108a5307dde86bd848d940ab0dfca90deb4218c79dbb0db25781
Ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2ab0a400e216752670f7302cf2d85e987d3613d732b46aa0deb65f2407590598
Ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/280add6290d0180bb8906ee1e81378820975ee4d4ab76c5317917c41ceb2fd40
ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/24ef6cf046d560636457a292a763c80cafd0b5342bf4a62a165bbdf7a1affa43
ruby,2012,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/27d87d7ba333ef04e419189c741975bea8715aaa8ed9877cd5869b5b0a7c8693
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2d94773b2636263ac87106a06f4c7a9e35127a80aa45f89eef6220343b7e4317
Ruby,2006,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/27dd68b87086cd626bd1d37b24cfda68ba4dc4ae972723beb3abde1b0a5b823d
Ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2795860194198b3b3a7778fc84d5834ef8c91924f5e43d74e9647a857dab0b46
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2f39071f25e9c9acb6a916fda25f94f9ba34210bd4830460331fcf77f18ff66a
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/29fd058733f5afa0ecb016611746f5c9b8ad9c4081e63249c90fa6000d576228
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/230ba9fd762097f43699c829febc006dab6f4e0400062ad96e3085e302e81337
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2c17e42dab8670499eaaf07d2a5bb74f9ce8b8012af3d74dea4fac8d68a8936d
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/244ed6cafe4ad944708e63cd72810190c43495271da83d8614691ae55bd39d44
Ruby,2008,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/22fa664f33c54e6a6002b97c5fead23819fb82dace3a4d5e4d189a147eec4cf3
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/20b33223fdf9e57335cd806fd34807e7fc38559e2355c96b1ec4880a951c2073
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2a712aeb7e443e787f2d4eadc6203a629ef890f56ac7dde8b85882fa35bad617
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2eb738306ff740465c2b103d8858a6dd3af37b0beea48647511192ab55607218
Ruby,2009,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/235e7cf011ec5f7c400ffef58da10477a3c5f541cff7a41020483283751213a4
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2b3400c7fa6164767db49ac922dee9bedc2e9abacf23c7a9504db45da839fa1b
ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2df33e2c10779d760d51fdd0f8c44a641d967420028dcfd0b28f66e382f55296
Ruby,2009,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2cd1f7e7cce54c588314878936b8b9cace73698ddaaeb07dc4f755332802188a
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/250c8e90222d63d70f9a66cdef5742cd623d096849cdec3d74e70175ac34978a
ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2e37b969b05e239f5fbeea4b7ce9d1e90c8300c7c0a39c9fa8d42883e18cb661
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28000ae35ea4d2eca062a1122a8966591051fce3db9f6211e4aa831d9b94154d
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2496cbcb78eb4284360213998dd80c1b8dad237aaacb3e24b65c8a84c8d6da9d
ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/276f9173612453fbb1d58c20c2d81364299b76220fa224ef6ef90257435e18d0
Ruby,2007,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2a3eb793316eb6a64eca2dbbcb8af715696c81416f0fb364d27bfb6f398bf872
Ruby,2010,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/28e7e2c36fbbf0307acc0801dd75badf2a1e12f9d3b515911e8484cb9935bbe2
ruby,2011,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/23f333324bf9bae97f9ebcbaa52198107513e7ee573ea92d7d89b976d7417a5e
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/20ce4abede66e74fd94c960621f433ed82832217d402c33b289af0e9db49887b
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2604eae4839140677b1194389579d58d2f084fd01f622fb905b05001d500366b
Ruby,2015,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2a1118bea5aa2d4baf1035cd7a6b3302a5bfa0703a237d5af725b0d4092ba7af
Ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/29003ebe994d4c3258c32ef56baa4db2f8b8cec127ea17a03925c6941a67c157
ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/20d8267744dbea356d34ddc777fe366e928e9fe75c1249ff42cfd1cbedaeb788
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2cfc2db4960f1c5402ca1ac068ac52ad4fcd36995930701f3deed8e2b075ddb3
ruby, ,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/29216e583e2f8a4a47f5545f7bf53f178ff2e20b947f26270e93413ae3b20913
ruby,2021,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/2e33c88ed8c44eef9eee7dabda8a5c464f0ea1b9b39225cebe9384238c2903e4
ruby,2012,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/2/21cdd1e35fbb87c4e0aed1f986bf87c512f608ddb011a1d61ae7eb5bfeef8711
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3f698cfc253d3782906ff361fe7c20b89465d987d476484371c77788f74def4b
Ruby,2011,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3583c031de276536cecaeb3ca34abe5c01fc16087dc177535712222ce356f653
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3a6651c454d375a270877440f1398f8c532d5a5afe4a4d8c282ec2084e672904
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/301f0d05ecd073facae80c29ea01b3c41eb7a4034f78006a38fd57324ab815ed
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3062d338a1e0e128fee2e58bfdc03eddcc1a4153befec8b42246bddaf9e96f63
ruby,2018,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/36634bc17dbe43c9cffea70c912636fee561dd695a02ddc4de5a4a6ef5ffb456
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3e0e00242c1f22c7de189918afb3cbccc3ce9ebdeb952b82321651779b0e0af4
ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3770ffeae688ab1e45d1e4d337f6694bf05ac32682ba49b89ad3157b6355d364
ruby,2013,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/335394c9a819919c5d3e6c185e8ec96b1ec9b98f71f12c8979d58e87d7520d18
ruby,2019,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3805b2aa80ffb772cb54264d0e5ee7bbf227d8b11cb435aaf2d964db1927e0d7
ruby,2015,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3891fe130dd052fad52cdf29ebaa6ef260d5cf5fa2ecdd31eb717065281a828b
ruby,2016,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/337cfd2e6df043d163b0388b13ba269d5cc566a9875e8d7ae136295f6ffddec0
Ruby,2020,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3893504ba98c411193bffcb641bcfd11d2d6b7821ec1349dab7737e0f453c4f4
Ruby,2017,[Ss]harp|[Jj]ava|[Rr]uby|[Gg]olang,/tmp/work/3/3a251299110114b09b9cc34f262def06665676e8be4ff516f04a40d67f9d57b6
